일련번호,이름,생년월일,나이,성별,주소,우편번호,핸드폰번호,직업,고객등급,relational_duration,recept_balance,permit_new_credit_balance,housing_new_balance,exchange_per_year,remittance_per_quantlie,smart_bank_yn,my_money_yn,income_avg,internet_bank_cnt,internet_bank_balance,apt_yn,commerce_class,etc
R00014678,최반춘,1982-10-24,37,F,서울시 마포구 상암동,121-270,010-6451-0089,제조업,프리미엄스타,8,855831,73390805,2600000,0,0,n,n,670000,0,0,n,영업점,NA
R00014679,정음춘,1979-10-20,40,F,서울시 양천구 신정6동,158-076,010-4792-9942,숙박및음식점업,골드스타,12,2317033,14547413,2700000,0,0,n,n,680000,31,5100000,n,콜센터,NA
R00014680,홍음후,1984-11-16,35,M,서울시 용산구 이촌2동,140-032,010-9008-9411,제조업,골드스타,2,4856235,4589042,2800000,0,0,n,n,690000,0,0,n,영업점,NA
R00014681,정호길,1972-06-23,47,M,서울시 도봉구 쌍문4동,132-034,010-2729-3590,제조업,프리미엄스타,6,35997,15942502,62942440,0,0,n,n,33973319,0,0,n,영업점,NA
R00014682,김후운,1984-09-11,35,F,서울시 관악구 미성동,151-014,010-4440-2380,수리및기타개인서비스업,MVP스타,14,31357306,24091471,3000000,0,0,n,n,700000,0,0,n,콜센터,NA
R00014683,박칠람,1962-09-20,57,F,서울시 양천구 신정6동,158-076,010-4293-4956,보건업및사회복지서비스업,프리미엄스타,6,744172,38672047,93123435,7000000,1750000,n,n,710000,23,8220000,n,영업점,NA
R00014684,양새후,1958-09-19,61,F,서울시 송파구 가락2동,138-162,010-8555-5089,보건업및사회복지서비스업,프리미엄스타,10,420727,3470783,3200000,0,0,n,n,720000,0,0,n,영업점,NA
R00014685,김반방,1995-04-30,24,M,서울시 서초구 방배본동,137-069,010-5846-2903,금융및보험업,프리미엄스타,15,685756,142918217,3300000,0,0,n,n,54369464,0,0,n,영업점,NA
R00014686,어모법,1967-07-03,52,F,서울시 노원구 상계10동,139-210,010-2384-4209,사업시설관리및사업지원서비스업,로얄스타,6,11675003,31644652,3400000,0,0,n,n,730000,37,4128000,n,영업점,NA
R00014687,허하형,1987-04-02,32,M,서울시 관악구 난향동,151-012,010-4439-8928,제조업,골드스타,8,7404759,17941025,3500000,0,0,n,n,15203994,19,10992000,n,콜센터,NA
R00014688,이희리,1958-04-27,61,M,서울시 동대문구 답십리2동,130-032,010-5138-7013,교육서비스업,골드스타,7,9163755,217435580,3600000,0,0,n,n,740000,11,9456000,n,pb센터,NA
R00014689,신고환,1972-06-08,47,M,서울시 강남구 논현2동,135-012,010-1458-4740,제조업,프리미엄스타,13,410079,109530382,3700000,0,0,n,n,32324766,0,0,n,영업점,NA
R00014690,허실순,1962-05-31,57,M,서울시 동대문구 전농1동,130-021,010-9290-2039,제조업,골드스타,4,4747055,17049800,3800000,0,0,y,n,750000,40,17988000,n,pb센터,NA
R00014691,윤모임,1952-05-06,67,M,서울시 강동구 천호1동,134-021,010-3821-7783,운수업,프리미엄스타,16,55918,63700781,3900000,0,0,n,n,760000,0,0,n,영업점,NA
R00014692,김법석,1964-04-24,55,F,서울시 성북구 삼선동,136-040,010-8916-8660,숙박및음식점업,골드스타,14,8352102,18697993,4000000,0,0,n,n,32906387,0,0,n,영업점,NA
R00014693,박을윤,1951-01-16,68,M,서울시 광진구 군자동,143-150,010-6963-0730,보건업및사회복지서비스업,프리미엄스타,12,250384,18310315,4100000,0,0,n,n,17909881,0,0,n,콜센터,NA
R00014694,권호님,1975-12-15,44,M,서울시 은평구 진관동,122-120,010-8069-4507,도매및소매업,프리미엄스타,3,394568,71409334,4200000,0,0,n,n,770000,0,0,n,pb센터,NA
R00014695,이성랑,1977-10-25,42,F,서울시 금천구 대림1동,150-071,010-7961-9096,도매및소매업,로얄스타,10,28279865,244432047,4300000,0,0,n,n,17799114,0,0,n,pb센터,NA
R00014696,이준녀,1986-12-31,33,F,서울시 중랑구 중화2동,131-122,010-7758-3654,건설업,로얄스타,4,13742856,2518091,4400000,0,0,n,n,780000,0,0,y,영업점,NA
R00014697,이열대,1995-04-10,24,F,서울시 마포구 망원1동,121-231,010-4410-0266,도매및소매업,프리미엄스타,9,830170,11980481,4500000,0,0,n,n,790000,0,0,n,영업점,NA
R00014698,이태극,1964-10-07,55,F,서울시 강남구 논현1동,135-011,010-1842-3982,도매및소매업,프리미엄스타,4,904914,16124089,4600000,0,0,n,n,800000,0,0,n,pb센터,NA
R00014699,김율설,1953-07-28,66,F,서울시 종로구 청운동,110-030,010-8413-7718,제조업,프리미엄스타,8,220719,73557318,4700000,0,0,n,n,810000,0,0,n,pb센터,NA
R00014700,김추걸,1976-12-29,43,M,서울시 중랑구 신내1동,131-131,010-5013-5241,도매및소매업,프리미엄스타,10,966372,340604264,4800000,0,0,n,n,820000,0,0,n,pb센터,NA
R00014701,강걸찬,1996-10-16,23,F,서울시 양천구 신정4동,158-074,010-7648-5823,운수업,프리미엄스타,13,632159,885983537,4900000,0,0,n,n,830000,0,0,n,영업점,NA
R00014702,임용락,1975-12-18,44,M,서울시 동작구 노량진1동,156-051,010-5660-4007,건설업,프리미엄스타,10,614358,11367457,5000000,0,0,n,n,25141799,24,22872000,n,영업점,NA
R00014703,권현모,1993-06-21,26,M,서울시 강서구 우장산동,157-290,010-5575-9573,제조업,프리미엄스타,9,499606,16582017,5100000,0,0,y,n,840000,19,18912000,n,영업점,NA
R00014704,유빈생,1978-12-17,41,M,서울시 노원구 월계3동,139-053,010-3521-2119,도매및소매업,골드스타,13,3071352,245480444,5200000,0,0,y,n,850000,38,21408000,n,pb센터,NA
R00014705,박휘양,1977-03-13,42,F,서울시 은평구 신사2동,122-082,010-4854-3361,사업시설관리및사업지원서비스업,골드스타,11,9482086,18384976,5300000,0,0,n,n,860000,15,19524000,n,영업점,NA
R00014706,손재신,1976-10-02,43,M,서울시 중구 신당5동,100-455,010-2671-3894,도매및소매업,골드스타,15,3841204,23754113,105458142,199600000,0,n,n,23899904,0,0,n,영업점,NA
R00014707,문숙로,1954-08-30,65,M,서울시 송파구 잠실본동,138-229,010-6697-5726,사업시설관리및사업지원서비스업,프리미엄스타,23,884288,8432350,5500000,0,0,n,n,870000,20,14028000,y,영업점,NA
R00014708,고봉례,1984-05-16,35,M,서울시 관악구 난곡동,151-011,010-9215-7378,보건업및사회복지서비스업,프리미엄스타,21,693635,6376039,5600000,0,0,y,n,880000,0,0,n,영업점,NA
R00014709,김랑흠,1978-03-08,41,F,서울시 강서구 발산1동,157-281,010-7969-6324,도매및소매업,프리미엄스타,10,419675,156285054,5700000,0,0,n,n,890000,31,8736000,n,영업점,NA
R00014710,이묘권,1976-03-24,43,M,서울시 마포구 합정동,121-220,010-9320-5541,수리및기타개인서비스업,프리미엄스타,14,345814,34964745,5800000,0,0,n,n,900000,0,0,n,영업점,NA
R00014711,김려손,1949-01-20,70,F,서울시 중랑구 망우본동,131-230,010-8284-4531,과학및기술서비스업,프리미엄스타,9,542185,2983375,5900000,0,0,n,n,910000,10,21048000,n,영업점,NA
R00014712,이샛아,1956-05-18,63,F,서울시 도봉구 도봉2동,132-012,010-5214-0843,사업시설관리및사업지원서비스업,프리미엄스타,21,649694,6102297,6000000,0,0,n,n,920000,0,0,n,pb센터,NA
R00014713,허소항,1963-03-19,56,M,서울시 강서구 화곡8동,157-018,010-9717-5787,교육서비스업,골드스타,17,6943644,21652343,6100000,0,0,n,n,930000,0,0,n,영업점,NA
R00014714,정호련,1986-05-26,33,F,서울시 동대문구 이문1동,130-081,010-4973-2383,제조업,프리미엄스타,6,296241,3015836,6200000,0,0,n,n,940000,34,8268000,n,pb센터,NA
R00014715,김익열,1948-08-02,71,F,서울시 강서구 염창동,157-040,010-4231-0439,제조업,프리미엄스타,4,918546,10725394,6300000,0,0,n,n,950000,0,0,n,콜센터,NA
R00014716,김쾌용,1977-05-24,42,F,서울시 성북구 월곡2동,136-132,010-4480-5225,보건업및사회복지서비스업,골드스타,15,7352296,50470393,6400000,0,0,y,n,960000,0,0,n,영업점,NA
R00014717,김세헌,1985-05-04,34,M,서울시 마포구 서강동,121-100,010-2654-3169,교육서비스업,프리미엄스타,11,696909,81111872,6500000,0,0,n,n,10331354,0,0,n,영업점,NA
R00014718,조득관,1977-02-11,42,M,서울시 용산구 한강로동,140-010,010-3971-9778,제조업,골드스타,19,2649160,14108546,6600000,0,0,n,n,970000,20,20760000,n,콜센터,NA
R00014719,김온화,1980-03-01,39,F,서울시 송파구 장지동,138-210,010-3165-9207,사업시설관리및사업지원서비스업,로얄스타,5,16211029,27336561,6700000,5900000,1475000,n,n,14049786,29,10704000,n,영업점,NA
R00014720,오탁련,1971-06-21,48,M,서울시 금천구 시흥1동,153-031,010-3674-4262,과학및기술서비스업,골드스타,22,6948465,12500096,116837629,0,0,y,n,980000,0,0,n,pb센터,NA
R00014721,이효범,1971-09-15,48,F,서울시 서대문구 신촌동,120-140,010-2977-5443,수리및기타개인서비스업,프리미엄스타,1,20514,8164146,6900000,0,0,y,n,990000,32,408000,n,영업점,NA
R00014722,김인흥,1997-04-25,22,F,서울시 금천구 신길5동,150-055,010-1469-0937,제조업,프리미엄스타,6,784407,166654516,7000000,0,0,n,n,12709851,0,0,n,영업점,NA
R00014723,문윤묵,1956-10-18,63,M,서울시 마포구 대흥동,121-080,010-1737-4449,제조업,프리미엄스타,9,488352,50932393,7100000,0,0,n,n,100000,0,0,n,영업점,NA
R00014724,장음붕,1968-01-22,51,F,서울시 도봉구 창4동,132-044,010-1803-0638,건설업,MVP스타,13,555840785,226562808,7200000,0,0,n,n,110000,13,1764000,n,pb센터,NA
R00014725,김극공,1968-02-07,51,F,서울시 용산구 이태원2동,140-202,010-3256-2733,제조업,프리미엄스타,8,421254,813040106,7300000,0,0,n,n,120000,39,2964000,n,pb센터,NA
R00014726,박민창,1954-08-27,65,F,서울시 강북구 송중동,142-101,010-3614-9055,건설업,프리미엄스타,21,689086,11525200,7400000,0,0,y,n,11581866,35,19608000,n,영업점,NA
R00014727,김정찬,1976-01-23,43,M,서울시 강서구 가양1동,157-201,010-7476-4488,국방및사회보장행정,프리미엄스타,4,511237,53659404,7500000,0,0,n,n,130000,0,0,n,영업점,NA
R00014728,강원예,1993-05-13,26,M,서울시 강남구 도곡1동,135-271,010-4445-7790,사업시설관리및사업지원서비스업,로얄스타,8,25361629,9022319,7600000,0,0,n,n,140000,20,4500000,n,영업점,NA
R00014729,유섭월,1957-12-05,62,M,서울시 동작구 흑석동,156-070,010-1372-1184,사업시설관리및사업지원서비스업,로얄스타,3,20695451,6717140,7700000,0,0,n,n,150000,0,0,n,영업점,NA
R00014730,고천갑,1992-02-24,27,F,서울시 은평구 갈현2동,122-052,010-5766-0857,방송통신및정보서비스업,골드스타,11,8290609,3780802,7800000,0,0,n,n,160000,26,20364000,n,pb센터,NA
R00014731,이분헌,1947-08-07,72,F,서울시 도봉구 도봉1동,132-011,010-9158-2802,보건업및사회복지서비스업,골드스타,18,8872050,14990308,7900000,0,0,n,n,170000,0,0,n,영업점,NA
R00014732,성이량,1960-08-26,59,F,서울시 노원구 월계1동,139-051,010-5257-8729,건설업,프리미엄스타,22,887293,45107218,8000000,0,0,n,n,180000,0,0,n,영업점,NA
R00014733,공환필,1995-02-07,24,M,서울시 구로구 오류2동,152-102,010-6680-9946,부동산업및임대업,프리미엄스타,3,559636,2144775,8100000,0,0,n,n,190000,20,720000,n,영업점,NA
R00014734,박돈교,1968-09-29,51,F,서울시 양천구 신정4동,158-074,010-4901-3461,도매및소매업,골드스타,1,5125012,69662738,8200000,0,0,n,n,200000,0,0,n,영업점,NA
R00014735,이민융,1984-07-12,35,M,서울시 서대문구 홍은1동,120-101,010-6459-5361,운수업,프리미엄스타,2,177366,28976379,8300000,0,0,y,n,210000,0,0,n,영업점,NA
R00014736,강오생,1956-01-29,63,M,서울시 강서구 가양2동,157-202,010-4909-5382,보건업및사회복지서비스업,MVP스타,9,481957261,51914824,8400000,0,0,n,n,220000,0,0,n,pb센터,NA
R00014737,김중풍,1971-09-02,48,M,서울시 종로구 숭인2동,110-552,010-6153-4558,교육서비스업,프리미엄스타,11,426824,30980325,8500000,0,0,n,n,25707623,0,0,n,영업점,NA
R00014738,정산협,1992-02-14,27,F,서울시 금천구 시흥5동,153-035,010-4894-7098,제조업,프리미엄스타,1,270821,41615201,8600000,0,0,n,n,230000,37,972000,n,영업점,NA
R00014739,신직광,1978-10-16,41,F,서울시 서초구 서초2동,137-072,010-1256-8777,국방및사회보장행정,프리미엄스타,14,983586,3839573,8700000,0,0,n,n,240000,30,21744000,n,영업점,NA
R00014740,김염운,1972-02-15,47,F,서울시 송파구 거여2동,138-112,010-1087-9480,금융및보험업,골드스타,16,1710652,807788753,8800000,0,0,n,n,250000,13,4524000,n,영업점,NA
R00014741,김갑룡,1975-12-12,44,F,서울시 동대문구 전농1동,130-021,010-6276-3282,숙박및음식점업,프리미엄스타,5,879419,839755783,68903889,0,0,n,n,260000,12,2244000,n,영업점,NA
R00014742,유새유,1960-05-30,59,F,서울시 은평구 응암3동,122-013,010-3762-2001,도매및소매업,골드스타,9,1766783,26370113,9000000,0,0,y,n,270000,36,3900000,n,영업점,NA
R00014743,정년능,1971-10-31,48,M,서울시 강서구 우장산동,157-290,010-7241-5408,교육서비스업,프리미엄스타,13,303561,20871971,9100000,0,0,n,n,103565978,17,9840000,n,영업점,NA
R00014744,조곤득,1988-09-03,31,F,서울시 강남구 삼성2동,135-092,010-2793-8435,도매및소매업,프리미엄스타,2,519161,20631912,99271390,0,0,n,n,280000,0,0,n,영업점,NA
R00014745,김을융,1968-11-25,51,F,서울시 종로구 평창동,110-012,010-6370-0977,제조업,골드스타,13,5963860,436719449,9300000,0,0,y,n,22335508,40,20472000,n,영업점,NA
R00014746,노응임,1995-07-17,24,F,서울시 성북구 석관동,136-150,010-9101-8924,건설업,로얄스타,16,27484918,74797267,9400000,0,0,n,n,290000,0,0,n,영업점,NA
R00014747,김열원,1985-03-25,34,M,서울시 관악구 대학동,151-013,010-6863-9648,금융및보험업,프리미엄스타,2,459516,3497787,9500000,0,0,n,n,300000,0,0,n,영업점,NA
R00014748,이정샘,1992-09-30,27,F,서울시 양천구 목4동,158-054,010-8782-7891,건설업,프리미엄스타,4,706581,22991479,9600000,0,0,n,n,30156105,37,16644000,n,영업점,NA
R00014749,송창원,1979-11-11,40,M,서울시 중랑구 망우본동,131-230,010-8239-3446,과학및기술서비스업,골드스타,10,2220923,1219387,9700000,0,0,y,n,18418293,0,0,y,영업점,NA
R00014750,김시녕,1957-06-14,62,M,서울시 동대문구 장안2동,130-102,010-3179-0703,수리및기타개인서비스업,골드스타,12,2156517,600547158,9800000,0,0,n,n,310000,33,16848000,n,영업점,NA
R00014751,정개름,1986-04-24,33,F,서울시 서초구 방배2동,137-062,010-2154-0246,사업시설관리및사업지원서비스업,프리미엄스타,4,138380,712601575,139946895,0,0,n,n,320000,0,0,n,pb센터,NA
R00014752,김전응,1979-02-12,40,M,서울시 구로구 개봉2동,152-092,010-3525-0493,건설업,프리미엄스타,3,427702,48051772,100000,0,0,n,n,330000,10,18384000,n,pb센터,NA
R00014753,김려남,1960-01-22,59,F,서울시 금천구 대림2동,150-072,010-3385-0342,건설업,프리미엄스타,7,75523,2690000,200000,0,0,n,n,340000,0,0,n,영업점,NA
R00014754,경흥렬,1966-10-10,53,M,서울시 도봉구 창2동,132-042,010-9002-5012,숙박및음식점업,프리미엄스타,20,618059,121151103,300000,0,0,n,n,350000,0,0,n,pb센터,NA
R00014755,임샛람,1982-07-22,37,F,서울시 강서구 우장산동,157-290,010-2896-3840,교육서비스업,프리미엄스타,18,991176,4233456,400000,0,0,n,n,360000,0,0,n,영업점,NA
R00014756,노종랑,1985-08-11,34,M,서울시 관악구 중앙동,151-022,010-5543-3405,방송통신및정보서비스업,골드스타,1,9194190,184516512,500000,0,0,n,n,370000,0,0,n,콜센터,NA
R00014757,노다군,1988-02-22,31,M,서울시 동대문구 이문1동,130-081,010-9821-1239,제조업,MVP스타,5,244935632,397645600,600000,0,0,y,n,380000,0,0,n,pb센터,NA
R00014758,이종휘,1971-06-15,48,F,서울시 성동구 송정동,133-160,010-7554-3983,운수업,프리미엄스타,15,175343,10850984,700000,0,0,n,n,36986828,0,0,n,영업점,NA
R00014759,최지염,1985-09-24,34,F,서울시 송파구 장지동,138-210,010-1398-9952,보건업및사회복지서비스업,프리미엄스타,16,374055,333328987,800000,0,0,y,n,36329909,0,0,y,영업점,NA
R00014760,김로교,1980-11-26,39,M,서울시 중랑구 면목3동,131-203,010-3382-3977,도매및소매업,프리미엄스타,20,551455,8865450,900000,0,0,y,n,390000,33,6264000,n,영업점,NA
R00014761,김왕묘,1975-02-12,44,M,서울시 송파구 가락2동,138-162,010-2517-3602,도매및소매업,프리미엄스타,12,978784,21837893,1000000,0,0,n,n,400000,20,8124000,n,영업점,NA
R00014762,박부명,1954-02-27,65,M,서울시 중구 청구동,100-350,010-3759-1006,제조업,프리미엄스타,8,135904,182540373,1100000,0,0,n,n,13650976,23,10344000,n,영업점,NA
R00014763,윤우열,1988-04-27,31,F,서울시 노원구 공릉2동,139-242,010-3485-0685,사업시설관리및사업지원서비스업,프리미엄스타,11,946322,111258667,1200000,0,0,n,n,410000,0,0,n,영업점,NA
R00014764,임만장,1966-12-22,53,M,서울시 동작구 신대방1동,156-011,010-1458-4699,도매및소매업,골드스타,19,9472544,1179915,1300000,0,0,n,n,420000,0,0,n,영업점,NA
R00014765,정존령,1952-05-25,67,M,서울시 금천구 여의동,150-010,010-1548-2183,도매및소매업,프리미엄스타,3,148919,3893689,1400000,0,0,n,n,430000,0,0,n,영업점,NA
R00014766,이종려,1994-03-10,25,M,서울시 양천구 목4동,158-054,010-3313-7994,교육서비스업,프리미엄스타,7,777522,57820913,1500000,0,0,n,n,21305086,0,0,n,영업점,NA
R00014767,한가홍,1980-04-09,39,M,서울시 양천구 신월7동,158-097,010-6287-7511,방송통신및정보서비스업,골드스타,9,3926631,3976084,1600000,0,0,n,n,440000,0,0,n,영업점,NA
R00014768,나재도,1983-10-06,36,F,서울시 서대문구 천연동,120-040,010-7327-8908,제조업,프리미엄스타,13,63199,384097530,1700000,0,0,y,n,450000,0,0,y,영업점,NA
R00014769,김환익,1987-04-17,32,F,서울시 송파구 가락2동,138-162,010-8941-8995,숙박및음식점업,프리미엄스타,5,900825,27512182,1800000,0,0,y,n,460000,0,0,n,영업점,NA
R00014770,이택립,1958-12-08,61,M,서울시 중구 다산동,100-080,010-5858-2688,방송통신및정보서비스업,프리미엄스타,4,322343,562812618,71904997,0,0,n,n,470000,25,9564000,n,pb센터,NA
R00014771,김봉웅,1967-05-31,52,F,서울시 강서구 발산1동,157-281,010-1548-9159,부동산업및임대업,프리미엄스타,3,57661,51591937,2000000,0,0,n,n,480000,0,0,n,pb센터,NA
R00014772,이징환,1978-10-04,41,M,서울시 마포구 아현동,121-010,010-3568-1204,사업시설관리및사업지원서비스업,골드스타,2,3559582,2266038,2100000,0,0,n,n,34503455,31,3312000,n,pb센터,NA
R00014773,문식자,1975-08-08,44,F,서울시 강남구 수서동,135-220,010-5099-6121,보건업및사회복지서비스업,프리미엄스타,4,896207,100861361,2200000,0,0,n,n,490000,0,0,n,영업점,NA
R00014774,김억득,1967-01-19,52,M,서울시 성북구 길음2동,136-112,010-9264-2622,사업시설관리및사업지원서비스업,프리미엄스타,6,928016,199867914,2300000,0,0,y,n,500000,33,11676000,y,영업점,NA
R00014775,이석이,1970-01-30,49,F,서울시 강동구 둔촌1동,134-061,010-7215-0310,보건업및사회복지서비스업,프리미엄스타,6,429231,55703433,2400000,0,0,n,n,510000,0,0,n,영업점,NA
R00014776,박평래,1981-07-01,38,M,서울시 강서구 발산1동,157-281,010-3034-3714,도매및소매업,골드스타,9,8163925,19391896,2500000,0,0,n,n,520000,0,0,n,pb센터,NA
R00014777,강래학,1976-06-30,43,M,서울시 관악구 신원동,137-160,010-2819-1463,교육서비스업,프리미엄스타,5,476215,16648606,2600000,0,0,n,n,23849538,27,5832000,n,영업점,NA
R00014778,김란응,1968-12-02,51,F,서울시 송파구 가락2동,138-162,010-9636-4637,제조업,로얄스타,6,10587797,37452154,2700000,0,0,y,n,18606566,15,16140000,n,pb센터,NA
R00014779,배회탁,1955-08-01,64,F,서울시 구로구 고척1동,152-081,010-5988-0708,스포츠및여가관련서비스업,프리미엄스타,14,590483,40650321,2800000,0,0,n,n,16981278,34,6696000,n,pb센터,NA
R00014780,김왕삼,1995-07-17,24,F,서울시 용산구 보광동,140-220,010-4406-2804,방송통신및정보서비스업,프리미엄스타,7,596281,15547351,2900000,0,0,n,n,13900057,0,0,n,영업점,NA
R00014781,심중모,1985-11-16,34,M,서울시 송파구 거여1동,138-111,010-3382-7781,방송통신및정보서비스업,프리미엄스타,6,777551,2553836,3000000,0,0,y,n,530000,0,0,n,영업점,NA
R00014782,홍도극,1965-02-07,54,M,서울시 강동구 암사2동,134-052,010-5314-3225,건설업,골드스타,8,4521082,12011348,113177655,0,0,n,n,22953487,38,24000000,n,영업점,NA
R00014783,이록국,1966-02-18,53,M,서울시 구로구 구로2동,152-052,010-8887-4678,과학및기술서비스업,프리미엄스타,5,512812,228375568,3200000,0,0,n,n,540000,0,0,n,영업점,NA
R00014784,유솔트,1966-04-28,53,M,서울시 강서구 방화2동,157-222,010-3747-7295,도매및소매업,프리미엄스타,13,490169,58961114,3300000,0,0,n,n,550000,38,17388000,n,영업점,NA
R00014785,이갑출,1989-10-06,30,M,서울시 금천구 영등포본동,150-030,010-7322-0656,도매및소매업,프리미엄스타,5,460085,14769864,3400000,9700000,0,n,n,560000,0,0,n,콜센터,NA
R00014786,원슬,1986-01-19,33,F,서울시 종로구 종로6가,110-126,010-8033-9291,원료재생및환경복원업,프리미엄스타,4,969808,3806120,3500000,0,0,n,n,570000,34,8460000,n,영업점,NA
R00014787,박법백,1961-04-04,58,F,서울시 은평구 갈현2동,122-052,010-5300-1217,도매및소매업,프리미엄스타,6,246567,104016115,3600000,0,0,n,n,26543742,27,6084000,n,영업점,NA
R00014788,황직오,1979-07-09,40,F,서울시 송파구 방이2동,138-052,010-5200-3159,숙박및음식점업,로얄스타,11,12611865,29158156,3700000,0,0,y,n,580000,0,0,n,pb센터,NA
R00014789,김건찬,1949-02-21,70,F,서울시 은평구 신사1동,122-081,010-2019-6081,도매및소매업,로얄스타,4,10782221,2119895,3800000,0,0,n,n,48597422,32,9936000,n,영업점,NA
R00014790,신운실,1955-06-01,64,M,서울시 서대문구 신촌동,120-140,010-4290-5974,방송통신및정보서비스업,프리미엄스타,18,750289,957113432,3900000,0,0,n,n,590000,0,0,y,pb센터,NA
R00014791,박술손,1985-08-07,34,M,서울시 송파구 잠실본동,138-229,010-2326-3842,운수업,프리미엄스타,8,899960,4923599,4000000,0,0,n,n,63525711,0,0,n,영업점,NA
R00014792,한법림,1993-05-03,26,M,서울시 강남구 신사동,135-120,010-1246-1336,보건업및사회복지서비스업,골드스타,10,3600228,6876064,4100000,0,0,n,n,600000,0,0,n,영업점,NA
R00014793,박로평,1985-12-16,34,M,서울시 동대문구 이문1동,130-081,010-3296-4617,사업시설관리및사업지원서비스업,골드스타,2,1565251,326872650,4200000,0,0,n,n,610000,0,0,n,pb센터,NA
R00014794,조자련,1947-02-13,72,F,서울시 강서구 화곡본동,157-019,010-7043-2605,건설업,골드스타,2,6696314,243522785,4300000,0,0,n,n,620000,0,0,n,영업점,NA
R00014795,송건명,1962-10-30,57,F,서울시 노원구 상계1동,139-201,010-3031-8573,도매및소매업,MVP스타,9,841251401,32112553,4400000,0,0,n,n,630000,0,0,n,영업점,NA
R00014796,노음임,1977-10-08,42,M,서울시 노원구 월계3동,139-053,010-3728-9708,수리및기타개인서비스업,골드스타,12,6843176,11644287,4500000,72300000,18075000,n,n,640000,0,0,n,영업점,NA
R00014797,심익음,1967-10-06,52,M,서울시 강서구 방화3동,157-223,010-3269-8148,제조업,프리미엄스타,15,430735,9028350,4600000,0,0,y,n,29778882,0,0,n,콜센터,NA
R00014798,이간일,1966-05-09,53,F,서울시 구로구 오류1동,152-101,010-6736-3075,도매및소매업,골드스타,12,5972065,47694343,124777985,0,0,n,n,650000,12,11952000,n,영업점,NA
R00014799,정명랑,1950-10-29,69,M,서울시 은평구 갈현1동,122-051,010-2995-1890,도매및소매업,골드스타,6,2756300,2435076,4800000,0,0,n,n,660000,0,0,n,영업점,NA
R00014800,이법령,1992-05-08,27,M,서울시 동작구 노량진1동,156-051,010-7467-0429,도매및소매업,프리미엄스타,15,153551,17972166,4900000,0,0,n,n,33796920,34,5352000,n,pb센터,NA
R00014801,김만초,1964-08-19,55,F,서울시 광진구 광장동,143-210,010-3181-5011,숙박및음식점업,로얄스타,13,29594534,4683271,5000000,0,0,n,n,670000,12,22164000,n,pb센터,NA
R00014802,박옥설,1989-10-18,30,F,서울시 동대문구 청량리동,130-010,010-9200-4672,제조업,프리미엄스타,27,588229,13027623,5100000,0,0,n,n,680000,24,11604000,n,pb센터,NA
R00014803,김철차,1987-08-06,32,F,서울시 중구 황학동,100-440,010-9307-4933,제조업,로얄스타,7,24111317,489387545,5200000,0,0,y,n,690000,0,0,n,영업점,NA
R00014804,임회청,1973-11-17,46,M,서울시 강남구 논현2동,135-012,010-9387-3724,도매및소매업,프리미엄스타,11,686565,158962935,5300000,0,0,n,n,700000,0,0,n,영업점,NA
R00014805,박하길,1984-03-12,35,F,서울시 광진구 자양3동,143-193,010-6230-6647,원료재생및환경복원업,골드스타,23,9911178,135361530,5400000,0,0,n,n,16216415,12,7356000,n,영업점,NA
R00014806,이성별,1965-12-10,54,M,서울시 용산구 용산2가동,140-022,010-7013-5283,스포츠및여가관련서비스업,프리미엄스타,18,30422,201276992,5500000,0,0,y,n,710000,0,0,n,콜센터,NA
R00014807,박노실,1964-05-25,55,F,서울시 마포구 아현동,121-010,010-8179-7309,도매및소매업,로얄스타,5,23460623,36806068,5600000,0,0,n,n,16206257,0,0,n,콜센터,NA
R00014808,나임귀,1997-07-26,22,M,서울시 중랑구 망우본동,131-230,010-9825-1398,교육서비스업,골드스타,4,5744523,1997203,5700000,0,0,n,n,720000,0,0,n,영업점,NA
R00014809,이일재,1973-06-25,46,F,서울시 강동구 천호2동,134-022,010-6364-5465,운수업,골드스타,13,2634783,9313704,5800000,0,0,n,n,730000,0,0,n,영업점,NA
R00014810,연중라,1952-08-26,67,F,서울시 강남구 개포1동,135-241,010-2457-0009,운수업,프리미엄스타,14,561600,29094431,5900000,0,0,n,n,740000,0,0,n,영업점,NA
R00014811,신정박,1972-08-05,47,F,서울시 용산구 한남동,140-210,010-3431-9106,도매및소매업,프리미엄스타,4,293910,10660010,6000000,0,0,n,n,750000,0,0,n,pb센터,NA
R00014812,최우시,1974-02-13,45,M,서울시 강북구 삼양동,142-106,010-1247-8313,금융및보험업,프리미엄스타,5,377805,13892433,6100000,0,0,y,n,760000,0,0,n,영업점,NA
R00014813,박공득,1990-03-31,29,F,서울시 성북구 월곡1동,136-131,010-6962-3975,과학및기술서비스업,프리미엄스타,14,785428,932879862,6200000,0,0,n,n,28442793,27,23412000,n,pb센터,NA
R00014814,이맹보,1965-04-16,54,F,서울시 서대문구 홍은2동,120-102,010-3876-6845,과학및기술서비스업,프리미엄스타,4,984698,26713731,6300000,0,0,n,n,770000,34,13848000,n,영업점,NA
R00014815,조권능,1972-05-31,47,F,서울시 구로구 개봉1동,152-091,010-2650-9533,도매및소매업,프리미엄스타,2,603031,17383115,6400000,0,0,n,n,780000,0,0,n,영업점,NA
R00014816,정천환,1960-04-10,59,M,서울시 중구 약수동,100-290,010-1180-9579,보건업및사회복지서비스업,프리미엄스타,12,582213,76315095,6500000,0,0,n,n,50547804,0,0,n,영업점,NA
